id,status_group
62718,functional
2841,non functional
57837,non functional
24658,non functional
12018,non functional
67575,functional
51143,non functional
45461,non functional
21405,functional
36186,non functional
9890,non functional
7595,non functional
10899,non functional
2446,non functional
27297,non functional
26753,non functional
29672,non functional
49458,functional
5596,functional
12747,functional
17935,non functional
34361,functional
19181,non functional
56153,functional
20599,functional
29967,non functional
68398,functional
18245,functional
57407,functional
8234,functional
44775,functional
69030,non functional
39122,functional
46966,functional
40949,functional
47528,functional
16717,functional needs repair
4499,functional
53922,non functional
324,non functional
54597,functional
51029,functional
59845,functional
19328,functional
44516,functional
72333,functional
32788,functional
2655,non functional
25850,non functional
49814,non functional
25897,non functional
26769,non functional
68324,non functional
21148,functional
71091,non functional
61966,functional
17994,non functional
40411,non functional
5470,functional
58797,functional
58524,functional
63166,functional
23946,non functional
64024,functional
2003,functional needs repair
2053,functional
24762,non functional
9002,functional
73027,functional
71094,functional
69653,functional
36703,non functional
46114,non functional
5887,functional
7380,non functional
38522,functional
28841,functional
39777,non functional
71093,functional
26440,functional
49676,functional
15942,functional
12583,functional
51254,functional
72092,non functional
42333,functional
39340,non functional
27026,functional
16713,functional
36167,functional
28528,functional
62788,functional
30412,functional
34088,functional
9938,non functional
28683,functional
70837,non functional
59221,functional
9356,non functional
61747,non functional
23679,functional
13,functional
38836,non functional
60482,functional
26273,non functional
34791,functional
18549,functional
46422,non functional
40033,non functional
9212,non functional
65977,functional
57512,functional needs repair
4954,non functional
4124,non functional
49162,functional
29784,non functional
2370,functional
18853,non functional
63999,non functional
34865,functional
61892,functional
3336,functional
37538,non functional
51955,non functional
60757,functional
18774,functional
57855,non functional
42919,functional
54874,functional
42338,non functional
60898,non functional
59275,functional
27598,functional
54119,functional
10335,functional
69180,functional
66078,functional
35942,non functional
61807,non functional
26827,functional
26949,functional
52753,functional
40967,non functional
13907,functional
42922,non functional
11730,non functional
68874,non functional
18798,functional
10850,non functional
20450,non functional
28042,functional
49972,functional
60893,functional
11772,non functional
2002,functional
22122,non functional
11911,non functional
16789,functional
53602,functional
49350,functional
52936,functional
14161,functional needs repair
58271,functional
38057,non functional
10240,functional
58631,non functional
51759,functional
10451,functional
1680,functional
58837,non functional
26677,functional
33360,functional
16390,functional
53822,non functional
1320,functional
53159,non functional
35873,functional
67046,functional
39292,functional
55236,functional needs repair
7810,functional
70305,functional
31485,functional
46501,functional
53670,functional
18666,non functional
24747,functional
188,functional
32525,non functional
11620,non functional
31462,functional
50710,functional
32449,functional
12606,non functional
50260,functional
12108,functional
43046,functional
61411,non functional
57545,functional
26024,functional
65591,functional
2338,functional
6568,non functional
66489,functional
955,non functional
4901,non functional
29918,functional
59033,functional
15419,non functional
50697,non functional
15735,non functional
68046,functional
32587,functional
29620,non functional
71148,functional
42965,functional
60594,functional
7569,non functional
7181,non functional
53810,non functional
39814,functional
8777,non functional
13975,functional
58025,non functional
40433,non functional
23502,functional
4719,functional
36258,non functional
56110,functional
56055,functional
3310,functional
70170,functional
47013,functional
25407,functional
68954,non functional
34563,non functional
63754,functional
45483,functional
43435,non functional
15087,non functional
41666,functional
44817,functional
56284,non functional
59408,functional
42029,functional
